Code,Branch / Collection Label,Location Name,Refinery ID,Refinery slug,lat,lng,Research
ag,Aguilar,Aguilar Library,AG,aguilar,-73.9436,40.7943,FALSE
aga,Aguilar Adult,Aguilar Library,AG,aguilar,-73.9436,40.7943,FALSE
aga01,Aguilar Reference,Aguilar Library,AG,aguilar,-73.9436,40.7943,FALSE
aga03,Aguilar Closed Shelf Reference,Aguilar Library,AG,aguilar,-73.9436,40.7943,FALSE
aga0f,Aguilar Fiction,Aguilar Library,AG,aguilar,-73.9436,40.7943,FALSE
aga0l,Aguilar World Languages,Aguilar Library,AG,aguilar,-73.9436,40.7943,FALSE
aga0n,Aguilar Non-Fiction,Aguilar Library,AG,aguilar,-73.9436,40.7943,FALSE
aga0v,Aguilar Non-Print Media,Aguilar Library,AG,aguilar,-73.9436,40.7943,FALSE
aga0w,Aguilar Center for Reading & Writing,Aguilar Library,AG,aguilar,-73.9436,40.7943,FALSE
agar,Aguilar Adult Reference,Aguilar Library,AG,aguilar,-73.9436,40.7943,FALSE
agj,Aguilar Children,Aguilar Library,AG,aguilar,-73.9436,40.7943,FALSE
agj01,Aguilar Children's Reference,Aguilar Library,AG,aguilar,-73.9436,40.7943,FALSE
agj0a,Aguilar Children's Easy Book,Aguilar Library,AG,aguilar,-73.9436,40.7943,FALSE
agj0f,Aguilar Children's Fiction,Aguilar Library,AG,aguilar,-73.9436,40.7943,FALSE
agj0h,Aguilar Children's Holiday Book,Aguilar Library,AG,aguilar,-73.9436,40.7943,FALSE
agj0i,Aguilar Children's Picture Book,Aguilar Library,AG,aguilar,-73.9436,40.7943,FALSE
agj0l,Aguilar Children's World Languages,Aguilar Library,AG,aguilar,-73.9436,40.7943,FALSE
agj0n,Aguilar Children's Non-Fiction,Aguilar Library,AG,aguilar,-73.9436,40.7943,FALSE
agj0t,Aguilar Children's Fairy Tale,Aguilar Library,AG,aguilar,-73.9436,40.7943,FALSE
agj0v,Aguilar Children's Non-Print Media,Aguilar Library,AG,aguilar,-73.9436,40.7943,FALSE
agj0y,Aguilar Children's Young Reader,Aguilar Library,AG,aguilar,-73.9436,40.7943,FALSE
agjr,Aguilar Children's Reference,Aguilar Library,AG,aguilar,-73.9436,40.7943,FALSE
agy,Aguilar Young Adult,Aguilar Library,AG,aguilar,-73.9436,40.7943,FALSE
agy01,Aguilar YA Reference,Aguilar Library,AG,aguilar,-73.9436,40.7943,FALSE
agy0f,Aguilar YA Fiction,Aguilar Library,AG,aguilar,-73.9436,40.7943,FALSE
agy0l,Aguilar YA World Languages,Aguilar Library,AG,aguilar,-73.9436,40.7943,FALSE
agy0n,Aguilar YA Non-Fiction,Aguilar Library,AG,aguilar,-73.9436,40.7943,FALSE
agy0v,Aguilar YA Non-Print Media,Aguilar Library,AG,aguilar,-73.9436,40.7943,FALSE
agyr,Aguilar Young Adult Reference,Aguilar Library,AG,aguilar,-73.9436,40.7943,FALSE
agzzz,Aguilar (error code),Aguilar Library,AG,aguilar,-73.9436,40.7943,FALSE
al,Allerton,Allerton Library,AL,allerton,-73.8632,40.866,FALSE
ala,Allerton Adult,Allerton Library,AL,allerton,-73.8632,40.866,FALSE
ala01,Allerton Reference,Allerton Library,AL,allerton,-73.8632,40.866,FALSE
ala03,Allerton Closed Shelf Reference,Allerton Library,AL,allerton,-73.8632,40.866,FALSE
ala0f,Allerton Fiction,Allerton Library,AL,allerton,-73.8632,40.866,FALSE
ala0l,Allerton World Languages,Allerton Library,AL,allerton,-73.8632,40.866,FALSE
ala0n,Allerton Non-Fiction,Allerton Library,AL,allerton,-73.8632,40.866,FALSE
ala0v,Allerton Non-Print Media,Allerton Library,AL,allerton,-73.8632,40.866,FALSE
alar,Allerton Adult Reference,Allerton Library,AL,allerton,-73.8632,40.866,FALSE
alj,Allerton Children,Allerton Library,AL,allerton,-73.8632,40.866,FALSE
alj01,Allerton Children's Reference,Allerton Library,AL,allerton,-73.8632,40.866,FALSE
alj0a,Allerton Children's Easy Book,Allerton Library,AL,allerton,-73.8632,40.866,FALSE
alj0f,Allerton Children's Fiction,Allerton Library,AL,allerton,-73.8632,40.866,FALSE
alj0h,Allerton Children's Holiday Book,Allerton Library,AL,allerton,-73.8632,40.866,FALSE
alj0i,Allerton Children's Picture Book,Allerton Library,AL,allerton,-73.8632,40.866,FALSE
alj0l,Allerton Children's World Languages,Allerton Library,AL,allerton,-73.8632,40.866,FALSE
alj0n,Allerton Children's Non-Fiction,Allerton Library,AL,allerton,-73.8632,40.866,FALSE
alj0t,Allerton Children's Fairy Tale,Allerton Library,AL,allerton,-73.8632,40.866,FALSE
alj0v,Allerton Children's Non-Print Media,Allerton Library,AL,allerton,-73.8632,40.866,FALSE
alj0y,Allerton Children's Young Reader,Allerton Library,AL,allerton,-73.8632,40.866,FALSE
aljr,Allerton Children's Reference,Allerton Library,AL,allerton,-73.8632,40.866,FALSE
aly,Allerton Young Adult,Allerton Library,AL,allerton,-73.8632,40.866,FALSE
aly01,Allerton YA Reference,Allerton Library,AL,allerton,-73.8632,40.866,FALSE
aly0f,Allerton YA Fiction,Allerton Library,AL,allerton,-73.8632,40.866,FALSE
aly0l,Allerton YA World Languages,Allerton Library,AL,allerton,-73.8632,40.866,FALSE
aly0n,Allerton YA Non-Fiction,Allerton Library,AL,allerton,-73.8632,40.866,FALSE
aly0v,Allerton YA Non-Print Media,Allerton Library,AL,allerton,-73.8632,40.866,FALSE
alyr,Allerton Young Adult Reference,Allerton Library,AL,allerton,-73.8632,40.866,FALSE
alzzz,Allerton (error code),Allerton Library,AL,allerton,-73.8632,40.866,FALSE
ba,Baychester,Baychester Library,BAR,baychester,-73.8305,40.8711,FALSE
baa,Baychester Adult,Baychester Library,BAR,baychester,-73.8305,40.8711,FALSE
baa01,Baychester Reference,Baychester Library,BAR,baychester,-73.8305,40.8711,FALSE
baa03,Baychester Closed Shelf Reference,Baychester Library,BAR,baychester,-73.8305,40.8711,FALSE
baa0f,Baychester Fiction,Baychester Library,BAR,baychester,-73.8305,40.8711,FALSE
baa0l,Baychester World Languages,Baychester Library,BAR,baychester,-73.8305,40.8711,FALSE
baa0n,Baychester Non-Fiction,Baychester Library,BAR,baychester,-73.8305,40.8711,FALSE
baa0v,Baychester Non-Print Media,Baychester Library,BAR,baychester,-73.8305,40.8711,FALSE
baar,Baychester Adult Reference,Baychester Library,BAR,baychester,-73.8305,40.8711,FALSE
baj,Baychester Children,Baychester Library,BAR,baychester,-73.8305,40.8711,FALSE
baj01,Baychester Children's Reference,Baychester Library,BAR,baychester,-73.8305,40.8711,FALSE
baj0a,Baychester Children's Easy Book,Baychester Library,BAR,baychester,-73.8305,40.8711,FALSE
baj0f,Baychester Children's Fiction,Baychester Library,BAR,baychester,-73.8305,40.8711,FALSE
baj0h,Baychester Children's Holiday Book,Baychester Library,BAR,baychester,-73.8305,40.8711,FALSE
baj0i,Baychester Children's Picture Book,Baychester Library,BAR,baychester,-73.8305,40.8711,FALSE
baj0l,Baychester Children's World Languages,Baychester Library,BAR,baychester,-73.8305,40.8711,FALSE
baj0n,Baychester Children's Non-Fiction,Baychester Library,BAR,baychester,-73.8305,40.8711,FALSE
baj0t,Baychester Children's Fairy Tale,Baychester Library,BAR,baychester,-73.8305,40.8711,FALSE
baj0v,Baychester Children's Non-Print Media,Baychester Library,BAR,baychester,-73.8305,40.8711,FALSE
baj0y,Baychester Children's Young Reader,Baychester Library,BAR,baychester,-73.8305,40.8711,FALSE
bajr,Baychester Children's Reference,Baychester Library,BAR,baychester,-73.8305,40.8711,FALSE
bay,Baychester Young Adult,Baychester Library,BAR,baychester,-73.8305,40.8711,FALSE
bay01,Baychester YA Reference,Baychester Library,BAR,baychester,-73.8305,40.8711,FALSE
bay0f,Baychester YA Fiction,Baychester Library,BAR,baychester,-73.8305,40.8711,FALSE
bay0l,Baychester YA World Languages,Baychester Library,BAR,baychester,-73.8305,40.8711,FALSE
bay0n,Baychester YA Non-Fiction,Baychester Library,BAR,baychester,-73.8305,40.8711,FALSE
bay0v,Baychester YA Non-Print Media,Baychester Library,BAR,baychester,-73.8305,40.8711,FALSE
bayr,Baychester Young Adult Reference,Baychester Library,BAR,baychester,-73.8305,40.8711,FALSE
bazzz,Baychester (error code),Baychester Library,BAR,baychester,-73.8305,40.8711,FALSE
bc,Bronx Library Center,Bronx Library Center,BLC,bronx-library-center,-73.8944,40.8634,FALSE
bca,Bronx Library Center Adult,Bronx Library Center,BLC,bronx-library-center,-73.8944,40.8634,FALSE
bca01,Bronx Library Center Reference,Bronx Library Center,BLC,bronx-library-center,-73.8944,40.8634,FALSE
bca03,Bronx Library Center Closed Shelf Reference,Bronx Library Center,BLC,bronx-library-center,-73.8944,40.8634,FALSE
bca0f,Bronx Library Center Fiction,Bronx Library Center,BLC,bronx-library-center,-73.8944,40.8634,FALSE
bca0l,Bronx Library Center World Languages,Bronx Library Center,BLC,bronx-library-center,-73.8944,40.8634,FALSE
bca0n,Bronx Library Center Non-Fiction,Bronx Library Center,BLC,bronx-library-center,-73.8944,40.8634,FALSE
bca0v,Bronx Library Center Non-Print Media,Bronx Library Center,BLC,bronx-library-center,-73.8944,40.8634,FALSE
bca0w,Bronx Library Center for Reading & Writing,Bronx Library Center,BLC,bronx-library-center,-73.8944,40.8634,FALSE
bcar,Bronx Library Center Adult Reference,Bronx Library Center,BLC,bronx-library-center,-73.8944,40.8634,FALSE
bcj,Bronx Library Center Children,Bronx Library Center,BLC,bronx-library-center,-73.8944,40.8634,FALSE
bcj01,Bronx Library Center Children's Reference,Bronx Library Center,BLC,bronx-library-center,-73.8944,40.8634,FALSE
bcj0a,Bronx Library Center Children's Easy Book,Bronx Library Center,BLC,bronx-library-center,-73.8944,40.8634,FALSE
bcj0f,Bronx Library Center Children's Fiction,Bronx Library Center,BLC,bronx-library-center,-73.8944,40.8634,FALSE
bcj0h,Bronx Library Center Children's Holiday Book,Bronx Library Center,BLC,bronx-library-center,-73.8944,40.8634,FALSE
bcj0i,Bronx Library Center Children's Picture Book,Bronx Library Center,BLC,bronx-library-center,-73.8944,40.8634,FALSE
bcj0l,Bronx Library Center Children's World Languages,Bronx Library Center,BLC,bronx-library-center,-73.8944,40.8634,FALSE
bcj0n,Bronx Library Center Children's Non-Fiction,Bronx Library Center,BLC,bronx-library-center,-73.8944,40.8634,FALSE
bcj0t,Bronx Library Center Children's Fairy Tale,Bronx Library Center,BLC,bronx-library-center,-73.8944,40.8634,FALSE
bcj0v,Bronx Library Center Children's Non-Print Media,Bronx Library Center,BLC,bronx-library-center,-73.8944,40.8634,FALSE
bcj0y,Bronx Library Center Children's Young Reader,Bronx Library Center,BLC,bronx-library-center,-73.8944,40.8634,FALSE
bcjr,Bronx Library Center Children's Reference,Bronx Library Center,BLC,bronx-library-center,-73.8944,40.8634,FALSE
bcy,Bronx Library Center Young Adult,Bronx Library Center,BLC,bronx-library-center,-73.8944,40.8634,FALSE
bcy01,Bronx Library Center YA Reference,Bronx Library Center,BLC,bronx-library-center,-73.8944,40.8634,FALSE
bcy0f,Bronx Library Center YA Fiction,Bronx Library Center,BLC,bronx-library-center,-73.8944,40.8634,FALSE
bcy0l,Bronx Library Center YA World Languages,Bronx Library Center,BLC,bronx-library-center,-73.8944,40.8634,FALSE
bcy0n,Bronx Library Center YA Non-Fiction,Bronx Library Center,BLC,bronx-library-center,-73.8944,40.8634,FALSE
bcy0v,Bronx Library Center YA Non-Print Media,Bronx Library Center,BLC,bronx-library-center,-73.8944,40.8634,FALSE
bcyr,Bronx Library Center Young Adult Reference,Bronx Library Center,BLC,bronx-library-center,-73.8944,40.8634,FALSE
bczzz,Bronx Library Center (error code),Bronx Library Center,BLC,bronx-library-center,-73.8944,40.8634,FALSE
be,Belmont,Belmont Library and Enrico Fermi Cultural Center,BER,belmont,-73.8877,40.8544,FALSE
bea,Belmont Adult,Belmont Library and Enrico Fermi Cultural Center,BER,belmont,-73.8877,40.8544,FALSE
bea01,Belmont Reference,Belmont Library and Enrico Fermi Cultural Center,BER,belmont,-73.8877,40.8544,FALSE
bea03,Belmont Closed Shelf Reference,Belmont Library and Enrico Fermi Cultural Center,BER,belmont,-73.8877,40.8544,FALSE
bea0f,Belmont Fiction,Belmont Library and Enrico Fermi Cultural Center,BER,belmont,-73.8877,40.8544,FALSE
bea0l,Belmont World Languages,Belmont Library and Enrico Fermi Cultural Center,BER,belmont,-73.8877,40.8544,FALSE
bea0n,Belmont Non-Fiction,Belmont Library and Enrico Fermi Cultural Center,BER,belmont,-73.8877,40.8544,FALSE
bea0v,Belmont Non-Print Media,Belmont Library and Enrico Fermi Cultural Center,BER,belmont,-73.8877,40.8544,FALSE
bear,Belmont Adult Reference,Belmont Library and Enrico Fermi Cultural Center,BER,belmont,-73.8877,40.8544,FALSE
bej,Belmont Children,Belmont Library and Enrico Fermi Cultural Center,BER,belmont,-73.8877,40.8544,FALSE
bej01,Belmont Children's Reference,Belmont Library and Enrico Fermi Cultural Center,BER,belmont,-73.8877,40.8544,FALSE
bej0a,Belmont Children's Easy Book,Belmont Library and Enrico Fermi Cultural Center,BER,belmont,-73.8877,40.8544,FALSE
bej0f,Belmont Children's Fiction,Belmont Library and Enrico Fermi Cultural Center,BER,belmont,-73.8877,40.8544,FALSE
bej0h,Belmont Children's Holiday Book,Belmont Library and Enrico Fermi Cultural Center,BER,belmont,-73.8877,40.8544,FALSE
bej0i,Belmont Children's Picture Book,Belmont Library and Enrico Fermi Cultural Center,BER,belmont,-73.8877,40.8544,FALSE
bej0l,Belmont Children's World Languages,Belmont Library and Enrico Fermi Cultural Center,BER,belmont,-73.8877,40.8544,FALSE
bej0n,Belmont Children's Non-Fiction,Belmont Library and Enrico Fermi Cultural Center,BER,belmont,-73.8877,40.8544,FALSE
bej0t,Belmont Children's Fairy Tale,Belmont Library and Enrico Fermi Cultural Center,BER,belmont,-73.8877,40.8544,FALSE
bej0v,Belmont Children's Non-Print Media,Belmont Library and Enrico Fermi Cultural Center,BER,belmont,-73.8877,40.8544,FALSE
bej0y,Belmont Children's Young Reader,Belmont Library and Enrico Fermi Cultural Center,BER,belmont,-73.8877,40.8544,FALSE
bejr,Belmont Children's Reference,Belmont Library and Enrico Fermi Cultural Center,BER,belmont,-73.8877,40.8544,FALSE
bey,Belmont Young Adult,Belmont Library and Enrico Fermi Cultural Center,BER,belmont,-73.8877,40.8544,FALSE
bey01,Belmont YA Reference,Belmont Library and Enrico Fermi Cultural Center,BER,belmont,-73.8877,40.8544,FALSE
bey0f,Belmont YA Fiction,Belmont Library and Enrico Fermi Cultural Center,BER,belmont,-73.8877,40.8544,FALSE
bey0l,Belmont YA World Languages,Belmont Library and Enrico Fermi Cultural Center,BER,belmont,-73.8877,40.8544,FALSE
bey0n,Belmont YA Non-Fiction,Belmont Library and Enrico Fermi Cultural Center,BER,belmont,-73.8877,40.8544,FALSE
bey0v,Belmont YA Non-Print Media,Belmont Library and Enrico Fermi Cultural Center,BER,belmont,-73.8877,40.8544,FALSE
beyr,Belmont Young Adult Reference,Belmont Library and Enrico Fermi Cultural Center,BER,belmont,-73.8877,40.8544,FALSE
bezzz,Belmont (error code),Belmont Library and Enrico Fermi Cultural Center,BER,belmont,-73.8877,40.8544,FALSE
bl,Bloomingdale,Bloomingdale Library,BLR,bloomingdale,-73.9671,40.796,FALSE
bla,Bloomingdale Adult,Bloomingdale Library,BLR,bloomingdale,-73.9671,40.796,FALSE
bla01,Bloomingdale Reference,Bloomingdale Library,BLR,bloomingdale,-73.9671,40.796,FALSE
bla03,Bloomingdale Closed Shelf Reference,Bloomingdale Library,BLR,bloomingdale,-73.9671,40.796,FALSE
bla0f,Bloomingdale Fiction,Bloomingdale Library,BLR,bloomingdale,-73.9671,40.796,FALSE
bla0l,Bloomingdale World Languages,Bloomingdale Library,BLR,bloomingdale,-73.9671,40.796,FALSE
bla0n,Bloomingdale Non-Fiction,Bloomingdale Library,BLR,bloomingdale,-73.9671,40.796,FALSE
bla0v,Bloomingdale Non-Print Media,Bloomingdale Library,BLR,bloomingdale,-73.9671,40.796,FALSE
blar,Bloomingdale Adult Reference,Bloomingdale Library,BLR,bloomingdale,-73.9671,40.796,FALSE
blj,Bloomingdale Children,Bloomingdale Library,BLR,bloomingdale,-73.9671,40.796,FALSE
blj01,Bloomingdale Children's Reference,Bloomingdale Library,BLR,bloomingdale,-73.9671,40.796,FALSE
blj0a,Bloomingdale Children's Easy Book,Bloomingdale Library,BLR,bloomingdale,-73.9671,40.796,FALSE
blj0f,Bloomingdale Children's Fiction,Bloomingdale Library,BLR,bloomingdale,-73.9671,40.796,FALSE
blj0h,Bloomingdale Children's Holiday Book,Bloomingdale Library,BLR,bloomingdale,-73.9671,40.796,FALSE
blj0i,Bloomingdale Children's Picture Book,Bloomingdale Library,BLR,bloomingdale,-73.9671,40.796,FALSE
blj0l,Bloomingdale Children's World Languages,Bloomingdale Library,BLR,bloomingdale,-73.9671,40.796,FALSE
blj0n,Bloomingdale Children's Non-Fiction,Bloomingdale Library,BLR,bloomingdale,-73.9671,40.796,FALSE
blj0t,Bloomingdale Children's Fairy Tale,Bloomingdale Library,BLR,bloomingdale,-73.9671,40.796,FALSE
blj0v,Bloomingdale Children's Non-Print Media,Bloomingdale Library,BLR,bloomingdale,-73.9671,40.796,FALSE
blj0y,Bloomingdale Children's Young Reader,Bloomingdale Library,BLR,bloomingdale,-73.9671,40.796,FALSE
bljr,Bloomingdale Children's Reference,Bloomingdale Library,BLR,bloomingdale,-73.9671,40.796,FALSE
bly,Bloomingdale Young Adult,Bloomingdale Library,BLR,bloomingdale,-73.9671,40.796,FALSE
bly01,Bloomingdale YA Reference,Bloomingdale Library,BLR,bloomingdale,-73.9671,40.796,FALSE
bly0f,Bloomingdale YA Fiction,Bloomingdale Library,BLR,bloomingdale,-73.9671,40.796,FALSE
bly0l,Bloomingdale YA World Languages,Bloomingdale Library,BLR,bloomingdale,-73.9671,40.796,FALSE
bly0n,Bloomingdale YA Non-Fiction,Bloomingdale Library,BLR,bloomingdale,-73.9671,40.796,FALSE
bly0v,Bloomingdale YA Non-Print Media,Bloomingdale Library,BLR,bloomingdale,-73.9671,40.796,FALSE
blyr,Bloomingdale Young Adult Reference,Bloomingdale Library,BLR,bloomingdale,-73.9671,40.796,FALSE
blzzz,Bloomingdale (error code),Bloomingdale Library,BLR,bloomingdale,-73.9671,40.796,FALSE
br,George Bruce,George Bruce Library,BR,george-bruce,-73.957,40.8139,FALSE
bra,George Bruce Adult,George Bruce Library,BR,george-bruce,-73.957,40.8139,FALSE
bra01,George Bruce Reference,George Bruce Library,BR,george-bruce,-73.957,40.8139,FALSE
bra03,George Bruce Closed Shelf Reference,George Bruce Library,BR,george-bruce,-73.957,40.8139,FALSE
bra0f,George Bruce Fiction,George Bruce Library,BR,george-bruce,-73.957,40.8139,FALSE
bra0l,George Bruce World Languages,George Bruce Library,BR,george-bruce,-73.957,40.8139,FALSE
bra0n,George Bruce Non-Fiction,George Bruce Library,BR,george-bruce,-73.957,40.8139,FALSE
bra0v,George Bruce Non-Print Media,George Bruce Library,BR,george-bruce,-73.957,40.8139,FALSE
brar,George Bruce Adult Reference,George Bruce Library,BR,george-bruce,-73.957,40.8139,FALSE
brj,George Bruce Children,George Bruce Library,BR,george-bruce,-73.957,40.8139,FALSE
brj01,George Bruce Children's Reference,George Bruce Library,BR,george-bruce,-73.957,40.8139,FALSE
brj0a,George Bruce Children's Easy Book,George Bruce Library,BR,george-bruce,-73.957,40.8139,FALSE
brj0f,George Bruce Children's Fiction,George Bruce Library,BR,george-bruce,-73.957,40.8139,FALSE
brj0h,George Bruce Children's Holiday Book,George Bruce Library,BR,george-bruce,-73.957,40.8139,FALSE
brj0i,George Bruce Children's Picture Book,George Bruce Library,BR,george-bruce,-73.957,40.8139,FALSE
brj0l,George Bruce Children's World Languages,George Bruce Library,BR,george-bruce,-73.957,40.8139,FALSE
brj0n,George Bruce Children's Non-Fiction,George Bruce Library,BR,george-bruce,-73.957,40.8139,FALSE
brj0t,George Bruce Children's Fairy Tale,George Bruce Library,BR,george-bruce,-73.957,40.8139,FALSE
brj0v,George Bruce Children's Non-Print Media,George Bruce Library,BR,george-bruce,-73.957,40.8139,FALSE
brj0y,George Bruce Children's Young Reader,George Bruce Library,BR,george-bruce,-73.957,40.8139,FALSE
brjr,George Bruce Children's Reference,George Bruce Library,BR,george-bruce,-73.957,40.8139,FALSE
bry,George Bruce Young Adult,George Bruce Library,BR,george-bruce,-73.957,40.8139,FALSE
bry01,George Bruce YA Reference,George Bruce Library,BR,george-bruce,-73.957,40.8139,FALSE
bry0f,George Bruce YA Fiction,George Bruce Library,BR,george-bruce,-73.957,40.8139,FALSE
bry0l,George Bruce YA World Languages,George Bruce Library,BR,george-bruce,-73.957,40.8139,FALSE
bry0n,George Bruce YA Non-Fiction,George Bruce Library,BR,george-bruce,-73.957,40.8139,FALSE
bry0v,George Bruce YA Non-Print Media,George Bruce Library,BR,george-bruce,-73.957,40.8139,FALSE
bryr,George Bruce Young Adult Reference,George Bruce Library,BR,george-bruce,-73.957,40.8139,FALSE
brzzz,George Bruce (error code),George Bruce Library,BR,george-bruce,-73.957,40.8139,FALSE
bt,Battery Park City,Battery Park City Library,BT,battery-park-city,-74.0157,40.7155,FALSE
bta,Battery Park Adult,Battery Park City Library,BT,battery-park-city,-74.0157,40.7155,FALSE
bta01,Battery Park Reference,Battery Park City Library,BT,battery-park-city,-74.0157,40.7155,FALSE
bta03,Battery Park Closed Shelf Reference,Battery Park City Library,BT,battery-park-city,-74.0157,40.7155,FALSE
bta0f,Battery Park Fiction,Battery Park City Library,BT,battery-park-city,-74.0157,40.7155,FALSE
bta0l,Battery Park World Languages,Battery Park City Library,BT,battery-park-city,-74.0157,40.7155,FALSE
bta0n,Battery Park Non-Fiction,Battery Park City Library,BT,battery-park-city,-74.0157,40.7155,FALSE
bta0v,Battery Park Non-Print Media,Battery Park City Library,BT,battery-park-city,-74.0157,40.7155,FALSE
btar,Battery Park Adult Reference,Battery Park City Library,BT,battery-park-city,-74.0157,40.7155,FALSE
btj,Battery Park Children,Battery Park City Library,BT,battery-park-city,-74.0157,40.7155,FALSE
btj01,Battery Park Children's Reference,Battery Park City Library,BT,battery-park-city,-74.0157,40.7155,FALSE
btj0a,Battery Park Children's Easy Book,Battery Park City Library,BT,battery-park-city,-74.0157,40.7155,FALSE
btj0f,Battery Park Children's Fiction,Battery Park City Library,BT,battery-park-city,-74.0157,40.7155,FALSE
btj0h,Battery Park Children's Holiday Book,Battery Park City Library,BT,battery-park-city,-74.0157,40.7155,FALSE
btj0i,Battery Park Children's Picture Book,Battery Park City Library,BT,battery-park-city,-74.0157,40.7155,FALSE
btj0l,Battery Park Children's World Languages,Battery Park City Library,BT,battery-park-city,-74.0157,40.7155,FALSE
btj0n,Battery Park Children's Non-Fiction,Battery Park City Library,BT,battery-park-city,-74.0157,40.7155,FALSE
btj0t,Battery Park Children's Fairy Tale,Battery Park City Library,BT,battery-park-city,-74.0157,40.7155,FALSE
btj0v,Battery Park Children's Non-Print Media,Battery Park City Library,BT,battery-park-city,-74.0157,40.7155,FALSE
btj0y,Battery Park Children's Young Reader,Battery Park City Library,BT,battery-park-city,-74.0157,40.7155,FALSE
btjr,Battery Park Children's Reference,Battery Park City Library,BT,battery-park-city,-74.0157,40.7155,FALSE
bty,Battery Park Young Adult,Battery Park City Library,BT,battery-park-city,-74.0157,40.7155,FALSE
bty01,Battery Park YA Reference,Battery Park City Library,BT,battery-park-city,-74.0157,40.7155,FALSE
bty0f,Battery Park YA Fiction,Battery Park City Library,BT,battery-park-city,-74.0157,40.7155,FALSE
bty0l,Battery Park YA World Languages,Battery Park City Library,BT,battery-park-city,-74.0157,40.7155,FALSE
bty0n,Battery Park YA Non-Fiction,Battery Park City Library,BT,battery-park-city,-74.0157,40.7155,FALSE
bty0v,Battery Park YA Non-Print Media,Battery Park City Library,BT,battery-park-city,-74.0157,40.7155,FALSE
btyr,Battery Park Young Adult Reference,Battery Park City Library,BT,battery-park-city,-74.0157,40.7155,FALSE
btzzz,Battery Park (error code),Battery Park City Library,BT,battery-park-city,-74.0157,40.7155,FALSE
ca,Terence Cardinal Cooke-Cathedral,Terence Cardinal Cooke-Cathedral Library,CA,cathedral,-73.9725,40.7568,FALSE
caa,Terence Cardinal Cooke-Cathedral Adult,Terence Cardinal Cooke-Cathedral Library,CA,cathedral,-73.9725,40.7568,FALSE
caa01,Terence Cardinal Cooke-Cathedral Reference,Terence Cardinal Cooke-Cathedral Library,CA,cathedral,-73.9725,40.7568,FALSE
caa03,Terence Cardinal Cooke-Cathedral Closed Shelf Reference,Terence Cardinal Cooke-Cathedral Library,CA,cathedral,-73.9725,40.7568,FALSE
caa0f,Terence Cardinal Cooke-Cathedral Fiction,Terence Cardinal Cooke-Cathedral Library,CA,cathedral,-73.9725,40.7568,FALSE
caa0l,Terence Cardinal Cooke-Cathedral World Languages,Terence Cardinal Cooke-Cathedral Library,CA,cathedral,-73.9725,40.7568,FALSE
caa0n,Terence Cardinal Cooke-Cathedral Non-Fiction,Terence Cardinal Cooke-Cathedral Library,CA,cathedral,-73.9725,40.7568,FALSE
caa0v,Terence Cardinal Cooke-Cathedral Non-Print Media,Terence Cardinal Cooke-Cathedral Library,CA,cathedral,-73.9725,40.7568,FALSE
caar,Terence Cardinal Cooke-Cathedral Adult Reference,Terence Cardinal Cooke-Cathedral Library,CA,cathedral,-73.9725,40.7568,FALSE
caj,Terence Cardinal Cooke-Cathedral Children,Terence Cardinal Cooke-Cathedral Library,CA,cathedral,-73.9725,40.7568,FALSE
caj01,Terence Cardinal Cooke-Cathedral Children's Reference,Terence Cardinal Cooke-Cathedral Library,CA,cathedral,-73.9725,40.7568,FALSE
caj0a,Terence Cardinal Cooke-Cathedral Children's Easy Book,Terence Cardinal Cooke-Cathedral Library,CA,cathedral,-73.9725,40.7568,FALSE
caj0f,Terence Cardinal Cooke-Cathedral Children's Fiction,Terence Cardinal Cooke-Cathedral Library,CA,cathedral,-73.9725,40.7568,FALSE
caj0h,Terence Cardinal Cooke-Cathedral Children's Holiday Book,Terence Cardinal Cooke-Cathedral Library,CA,cathedral,-73.9725,40.7568,FALSE
caj0i,Terence Cardinal Cooke-Cathedral Children's Picture Book,Terence Cardinal Cooke-Cathedral Library,CA,cathedral,-73.9725,40.7568,FALSE
caj0l,Terence Cardinal Cooke-Cathedral Children's World Languages,Terence Cardinal Cooke-Cathedral Library,CA,cathedral,-73.9725,40.7568,FALSE
caj0n,Terence Cardinal Cooke-Cathedral Children's Non-Fiction,Terence Cardinal Cooke-Cathedral Library,CA,cathedral,-73.9725,40.7568,FALSE
caj0t,Terence Cardinal Cooke-Cathedral Children's Fairy Tale,Terence Cardinal Cooke-Cathedral Library,CA,cathedral,-73.9725,40.7568,FALSE
caj0v,Terence Cardinal Cooke-Cathedral Children's Non-Print Media,Terence Cardinal Cooke-Cathedral Library,CA,cathedral,-73.9725,40.7568,FALSE
caj0y,Terence Cardinal Cooke-Cathedral Children's Young Reader,Terence Cardinal Cooke-Cathedral Library,CA,cathedral,-73.9725,40.7568,FALSE
cajr,Terence Cardinal Cooke-Cathedral Children's Reference,Terence Cardinal Cooke-Cathedral Library,CA,cathedral,-73.9725,40.7568,FALSE
cay,Terence Cardinal Cooke-Cathedral Young Adult,Terence Cardinal Cooke-Cathedral Library,CA,cathedral,-73.9725,40.7568,FALSE
cay01,Terence Cardinal Cooke-Cathedral YA Reference,Terence Cardinal Cooke-Cathedral Library,CA,cathedral,-73.9725,40.7568,FALSE
cay0f,Terence Cardinal Cooke-Cathedral YA Fiction,Terence Cardinal Cooke-Cathedral Library,CA,cathedral,-73.9725,40.7568,FALSE
