Code,Branch / Collection Label,Location Name,Refinery ID,Refinery slug,lat,lng,Research
gka0v,Great Kills Non-Print Media,Great Kills Library,GK,great-kills,-74.151,40.5524,FALSE
gkar,Great Kills Adult Reference,Great Kills Library,GK,great-kills,-74.151,40.5524,FALSE
gkj,Great Kills Children,Great Kills Library,GK,great-kills,-74.151,40.5524,FALSE
gkj01,Great Kills Children's Reference,Great Kills Library,GK,great-kills,-74.151,40.5524,FALSE
gkj0a,Great Kills Children's Easy Book,Great Kills Library,GK,great-kills,-74.151,40.5524,FALSE
gkj0f,Great Kills Children's Fiction,Great Kills Library,GK,great-kills,-74.151,40.5524,FALSE
gkj0h,Great Kills Children's Holiday Book,Great Kills Library,GK,great-kills,-74.151,40.5524,FALSE
gkj0i,Great Kills Children's Picture Book,Great Kills Library,GK,great-kills,-74.151,40.5524,FALSE
gkj0l,Great Kills Children's World Languages,Great Kills Library,GK,great-kills,-74.151,40.5524,FALSE
gkj0n,Great Kills Children's Non-Fiction,Great Kills Library,GK,great-kills,-74.151,40.5524,FALSE
gkj0t,Great Kills Children's Fairy Tale,Great Kills Library,GK,great-kills,-74.151,40.5524,FALSE
gkj0v,Great Kills Children's Non-Print Media,Great Kills Library,GK,great-kills,-74.151,40.5524,FALSE
gkj0y,Great Kills Children's Young Reader,Great Kills Library,GK,great-kills,-74.151,40.5524,FALSE
gkjr,Great Kills Children's Reference,Great Kills Library,GK,great-kills,-74.151,40.5524,FALSE
gky,Great Kills Young Adult,Great Kills Library,GK,great-kills,-74.151,40.5524,FALSE
gky01,Great Kills YA Reference,Great Kills Library,GK,great-kills,-74.151,40.5524,FALSE
gky0f,Great Kills YA Fiction,Great Kills Library,GK,great-kills,-74.151,40.5524,FALSE
gky0l,Great Kills YA World Languages,Great Kills Library,GK,great-kills,-74.151,40.5524,FALSE
gky0n,Great Kills YA Non-Fiction,Great Kills Library,GK,great-kills,-74.151,40.5524,FALSE
gky0v,Great Kills YA Non-Print Media,Great Kills Library,GK,great-kills,-74.151,40.5524,FALSE
gkyr,Great Kills Young Adult Reference,Great Kills Library,GK,great-kills,-74.151,40.5524,FALSE
gkzzz,Great Kills (error code),Great Kills Library,GK,great-kills,-74.151,40.5524,FALSE
hb,High Bridge,High Bridge Library,HB,high-bridge,-73.9235,40.838,FALSE
hba,High Bridge Adult,High Bridge Library,HB,high-bridge,-73.9235,40.838,FALSE
hba01,High Bridge Reference,High Bridge Library,HB,high-bridge,-73.9235,40.838,FALSE
hba03,High Bridge Closed Shelf Reference,High Bridge Library,HB,high-bridge,-73.9235,40.838,FALSE
hba0f,High Bridge Fiction,High Bridge Library,HB,high-bridge,-73.9235,40.838,FALSE
hba0l,High Bridge World Languages,High Bridge Library,HB,high-bridge,-73.9235,40.838,FALSE
hba0n,High Bridge Non-Fiction,High Bridge Library,HB,high-bridge,-73.9235,40.838,FALSE
hba0v,High Bridge Non-Print Media,High Bridge Library,HB,high-bridge,-73.9235,40.838,FALSE
hbar,High Bridge Adult Reference,High Bridge Library,HB,high-bridge,-73.9235,40.838,FALSE
hbj,High Bridge Children,High Bridge Library,HB,high-bridge,-73.9235,40.838,FALSE
hbj01,High Bridge Children's Reference,High Bridge Library,HB,high-bridge,-73.9235,40.838,FALSE
hbj0a,High Bridge Children's Easy Book,High Bridge Library,HB,high-bridge,-73.9235,40.838,FALSE
hbj0f,High Bridge Children's Fiction,High Bridge Library,HB,high-bridge,-73.9235,40.838,FALSE
hbj0h,High Bridge Children's Holiday Book,High Bridge Library,HB,high-bridge,-73.9235,40.838,FALSE
hbj0i,High Bridge Children's Picture Book,High Bridge Library,HB,high-bridge,-73.9235,40.838,FALSE
hbj0l,High Bridge Children's World Languages,High Bridge Library,HB,high-bridge,-73.9235,40.838,FALSE
hbj0n,High Bridge Children's Non-Fiction,High Bridge Library,HB,high-bridge,-73.9235,40.838,FALSE
hbj0t,High Bridge Children's Fairy Tale,High Bridge Library,HB,high-bridge,-73.9235,40.838,FALSE
hbj0v,High Bridge Children's Non-Print Media,High Bridge Library,HB,high-bridge,-73.9235,40.838,FALSE
hbj0y,High Bridge Children's Young Reader,High Bridge Library,HB,high-bridge,-73.9235,40.838,FALSE
hbjr,High Bridge Children's Reference,High Bridge Library,HB,high-bridge,-73.9235,40.838,FALSE
hby,High Bridge Young Adult,High Bridge Library,HB,high-bridge,-73.9235,40.838,FALSE
hby01,High Bridge YA Reference,High Bridge Library,HB,high-bridge,-73.9235,40.838,FALSE
hby0f,High Bridge YA Fiction,High Bridge Library,HB,high-bridge,-73.9235,40.838,FALSE
hby0l,High Bridge YA World Languages,High Bridge Library,HB,high-bridge,-73.9235,40.838,FALSE
hby0n,High Bridge YA Non-Fiction,High Bridge Library,HB,high-bridge,-73.9235,40.838,FALSE
hby0v,High Bridge YA Non-Print Media,High Bridge Library,HB,high-bridge,-73.9235,40.838,FALSE
hbyr,High Bridge Young Adult Reference,High Bridge Library,HB,high-bridge,-73.9235,40.838,FALSE
hbzzz,High Bridge (error code),High Bridge Library,HB,high-bridge,-73.9235,40.838,FALSE
hd,125th Street,125th Street Library,HD,125th-street,-73.9354,40.8034,FALSE
hda,125th Street Adult,125th Street Library,HD,125th-street,-73.9354,40.8034,FALSE
hda01,125th Street Reference,125th Street Library,HD,125th-street,-73.9354,40.8034,FALSE
hda03,125th Street Closed Shelf Reference,125th Street Library,HD,125th-street,-73.9354,40.8034,FALSE
hda0f,125th Street Fiction,125th Street Library,HD,125th-street,-73.9354,40.8034,FALSE
hda0l,125th Street World Languages,125th Street Library,HD,125th-street,-73.9354,40.8034,FALSE
hda0n,125th Street Non-Fiction,125th Street Library,HD,125th-street,-73.9354,40.8034,FALSE
hda0v,125th Street Non-Print Media,125th Street Library,HD,125th-street,-73.9354,40.8034,FALSE
hdar,125th Street Adult Reference,125th Street Library,HD,125th-street,-73.9354,40.8034,FALSE
hdj,125th Street Children,125th Street Library,HD,125th-street,-73.9354,40.8034,FALSE
hdj01,125th Street Children's Reference,125th Street Library,HD,125th-street,-73.9354,40.8034,FALSE
hdj0a,125th Street Children's Easy Book,125th Street Library,HD,125th-street,-73.9354,40.8034,FALSE
hdj0f,125th Street Children's Fiction,125th Street Library,HD,125th-street,-73.9354,40.8034,FALSE
hdj0h,125th Street Children's Holiday Book,125th Street Library,HD,125th-street,-73.9354,40.8034,FALSE
hdj0i,125th Street Children's Picture Book,125th Street Library,HD,125th-street,-73.9354,40.8034,FALSE
hdj0l,125th Street Children's World Languages,125th Street Library,HD,125th-street,-73.9354,40.8034,FALSE
hdj0n,125th Street Children's Non-Fiction,125th Street Library,HD,125th-street,-73.9354,40.8034,FALSE
hdj0t,125th Street Children's Fairy Tale,125th Street Library,HD,125th-street,-73.9354,40.8034,FALSE
hdj0v,125th Street Children's Non-Print Media,125th Street Library,HD,125th-street,-73.9354,40.8034,FALSE
hdj0y,125th Street Children's Young Reader,125th Street Library,HD,125th-street,-73.9354,40.8034,FALSE
hdjr,125th Street Children's Reference,125th Street Library,HD,125th-street,-73.9354,40.8034,FALSE
hdy,125th Street Young Adult,125th Street Library,HD,125th-street,-73.9354,40.8034,FALSE
hdy01,125th Street YA Reference,125th Street Library,HD,125th-street,-73.9354,40.8034,FALSE
hdy0f,125th Street YA Fiction,125th Street Library,HD,125th-street,-73.9354,40.8034,FALSE
hdy0l,125th Street YA World Languages,125th Street Library,HD,125th-street,-73.9354,40.8034,FALSE
hdy0n,125th Street YA Non-Fiction,125th Street Library,HD,125th-street,-73.9354,40.8034,FALSE
hdy0v,125th Street YA Non-Print Media,125th Street Library,HD,125th-street,-73.9354,40.8034,FALSE
hdyr,125th Street Young Adult Reference,125th Street Library,HD,125th-street,-73.9354,40.8034,FALSE
hdzzz,125th Street (error code),125th Street Library,HD,125th-street,-73.9354,40.8034,FALSE
hf,Hamilton Fish Park,Hamilton Fish Park Library,HF,hamilton-fish-park,-73.9791,40.7199,FALSE
hfa,Hamilton Fish Park Adult,Hamilton Fish Park Library,HF,hamilton-fish-park,-73.9791,40.7199,FALSE
hfa01,Hamilton Fish Park Reference,Hamilton Fish Park Library,HF,hamilton-fish-park,-73.9791,40.7199,FALSE
hfa03,Hamilton Fish Park Closed Shelf Reference,Hamilton Fish Park Library,HF,hamilton-fish-park,-73.9791,40.7199,FALSE
hfa0f,Hamilton Fish Park Fiction,Hamilton Fish Park Library,HF,hamilton-fish-park,-73.9791,40.7199,FALSE
hfa0l,Hamilton Fish Park World Languages,Hamilton Fish Park Library,HF,hamilton-fish-park,-73.9791,40.7199,FALSE
hfa0n,Hamilton Fish Park Non-Fiction,Hamilton Fish Park Library,HF,hamilton-fish-park,-73.9791,40.7199,FALSE
hfa0v,Hamilton Fish Park Non-Print Media,Hamilton Fish Park Library,HF,hamilton-fish-park,-73.9791,40.7199,FALSE
hfar,Hamilton Fish Park Adult Reference,Hamilton Fish Park Library,HF,hamilton-fish-park,-73.9791,40.7199,FALSE
hfj,Hamilton Fish Park Children,Hamilton Fish Park Library,HF,hamilton-fish-park,-73.9791,40.7199,FALSE
hfj01,Hamilton Fish Park Children's Reference,Hamilton Fish Park Library,HF,hamilton-fish-park,-73.9791,40.7199,FALSE
hfj0a,Hamilton Fish Park Children's Easy Book,Hamilton Fish Park Library,HF,hamilton-fish-park,-73.9791,40.7199,FALSE
hfj0f,Hamilton Fish Park Children's Fiction,Hamilton Fish Park Library,HF,hamilton-fish-park,-73.9791,40.7199,FALSE
hfj0h,Hamilton Fish Park Children's Holiday Book,Hamilton Fish Park Library,HF,hamilton-fish-park,-73.9791,40.7199,FALSE
hfj0i,Hamilton Fish Park Children's Picture Book,Hamilton Fish Park Library,HF,hamilton-fish-park,-73.9791,40.7199,FALSE
hfj0l,Hamilton Fish Park Children's World Languages,Hamilton Fish Park Library,HF,hamilton-fish-park,-73.9791,40.7199,FALSE
hfj0n,Hamilton Fish Park Children's Non-Fiction,Hamilton Fish Park Library,HF,hamilton-fish-park,-73.9791,40.7199,FALSE
hfj0t,Hamilton Fish Park Children's Fairy Tale,Hamilton Fish Park Library,HF,hamilton-fish-park,-73.9791,40.7199,FALSE
hfj0v,Hamilton Fish Park Children's Non-Print Media,Hamilton Fish Park Library,HF,hamilton-fish-park,-73.9791,40.7199,FALSE
hfj0y,Hamilton Fish Park Children's Young Reader,Hamilton Fish Park Library,HF,hamilton-fish-park,-73.9791,40.7199,FALSE
hfjr,Hamilton Fish Park Children's Reference,Hamilton Fish Park Library,HF,hamilton-fish-park,-73.9791,40.7199,FALSE
hfy,Hamilton Fish Park Young Adult,Hamilton Fish Park Library,HF,hamilton-fish-park,-73.9791,40.7199,FALSE
hfy01,Hamilton Fish Park YA Reference,Hamilton Fish Park Library,HF,hamilton-fish-park,-73.9791,40.7199,FALSE
hfy0f,Hamilton Fish Park YA Fiction,Hamilton Fish Park Library,HF,hamilton-fish-park,-73.9791,40.7199,FALSE
hfy0l,Hamilton Fish Park YA World Languages,Hamilton Fish Park Library,HF,hamilton-fish-park,-73.9791,40.7199,FALSE
hfy0n,Hamilton Fish Park YA Non-Fiction,Hamilton Fish Park Library,HF,hamilton-fish-park,-73.9791,40.7199,FALSE
hfy0v,Hamilton Fish Park YA Non-Print Media,Hamilton Fish Park Library,HF,hamilton-fish-park,-73.9791,40.7199,FALSE
hfyr,Hamilton Fish Park Young Adult Reference,Hamilton Fish Park Library,HF,hamilton-fish-park,-73.9791,40.7199,FALSE
hfzzz,Hamilton Fish Park (error code),Hamilton Fish Park Library,HF,hamilton-fish-park,-73.9791,40.7199,FALSE
hg,Hamilton Grange,Hamilton Grange Library,HG,hamilton-grange,-73.9477,40.8255,FALSE
hga,Hamilton Grange Adult,Hamilton Grange Library,HG,hamilton-grange,-73.9477,40.8255,FALSE
hga01,Hamilton Grange Reference,Hamilton Grange Library,HG,hamilton-grange,-73.9477,40.8255,FALSE
hga03,Hamilton Grange Closed Shelf Reference,Hamilton Grange Library,HG,hamilton-grange,-73.9477,40.8255,FALSE
hga0f,Hamilton Grange Fiction,Hamilton Grange Library,HG,hamilton-grange,-73.9477,40.8255,FALSE
hga0l,Hamilton Grange World Languages,Hamilton Grange Library,HG,hamilton-grange,-73.9477,40.8255,FALSE
hga0n,Hamilton Grange Non-Fiction,Hamilton Grange Library,HG,hamilton-grange,-73.9477,40.8255,FALSE
hga0v,Hamilton Grange Non-Print Media,Hamilton Grange Library,HG,hamilton-grange,-73.9477,40.8255,FALSE
hgar,Hamilton Grange Adult Reference,Hamilton Grange Library,HG,hamilton-grange,-73.9477,40.8255,FALSE
hgj,Hamilton Grange Children,Hamilton Grange Library,HG,hamilton-grange,-73.9477,40.8255,FALSE
hgj01,Hamilton Grange Children's Reference,Hamilton Grange Library,HG,hamilton-grange,-73.9477,40.8255,FALSE
hgj0a,Hamilton Grange Children's Easy Book,Hamilton Grange Library,HG,hamilton-grange,-73.9477,40.8255,FALSE
hgj0f,Hamilton Grange Children's Fiction,Hamilton Grange Library,HG,hamilton-grange,-73.9477,40.8255,FALSE
hgj0h,Hamilton Grange Children's Holiday Book,Hamilton Grange Library,HG,hamilton-grange,-73.9477,40.8255,FALSE
hgj0i,Hamilton Grange Children's Picture Book,Hamilton Grange Library,HG,hamilton-grange,-73.9477,40.8255,FALSE
hgj0l,Hamilton Grange Children's World Languages,Hamilton Grange Library,HG,hamilton-grange,-73.9477,40.8255,FALSE
hgj0n,Hamilton Grange Children's Non-Fiction,Hamilton Grange Library,HG,hamilton-grange,-73.9477,40.8255,FALSE
hgj0t,Hamilton Grange Children's Fairy Tale,Hamilton Grange Library,HG,hamilton-grange,-73.9477,40.8255,FALSE
hgj0v,Hamilton Grange Children's Non-Print Media,Hamilton Grange Library,HG,hamilton-grange,-73.9477,40.8255,FALSE
hgj0y,Hamilton Grange Children's Young Reader,Hamilton Grange Library,HG,hamilton-grange,-73.9477,40.8255,FALSE
hgjr,Hamilton Grange Children's Reference,Hamilton Grange Library,HG,hamilton-grange,-73.9477,40.8255,FALSE
hgy,Hamilton Grange Young Adult,Hamilton Grange Library,HG,hamilton-grange,-73.9477,40.8255,FALSE
hgy01,Hamilton Grange YA Reference,Hamilton Grange Library,HG,hamilton-grange,-73.9477,40.8255,FALSE
hgy0f,Hamilton Grange YA Fiction,Hamilton Grange Library,HG,hamilton-grange,-73.9477,40.8255,FALSE
hgy0l,Hamilton Grange YA World Languages,Hamilton Grange Library,HG,hamilton-grange,-73.9477,40.8255,FALSE
hgy0n,Hamilton Grange YA Non-Fiction,Hamilton Grange Library,HG,hamilton-grange,-73.9477,40.8255,FALSE
hgy0v,Hamilton Grange YA Non-Print Media,Hamilton Grange Library,HG,hamilton-grange,-73.9477,40.8255,FALSE
hgyr,Hamilton Grange Young Adult Reference,Hamilton Grange Library,HG,hamilton-grange,-73.9477,40.8255,FALSE
hgzzz,Hamilton Grange (error code),Hamilton Grange Library,HG,hamilton-grange,-73.9477,40.8255,FALSE
hk,Huguenot Park,Huguenot Park Library,HK,huguenot-park,-74.1933,40.5345,FALSE
hka,Huguenot Park Adult,Huguenot Park Library,HK,huguenot-park,-74.1933,40.5345,FALSE
hka01,Huguenot Park Reference,Huguenot Park Library,HK,huguenot-park,-74.1933,40.5345,FALSE
hka03,Huguenot Park Closed Shelf Reference,Huguenot Park Library,HK,huguenot-park,-74.1933,40.5345,FALSE
hka0f,Huguenot Park Fiction,Huguenot Park Library,HK,huguenot-park,-74.1933,40.5345,FALSE
hka0l,Huguenot Park World Languages,Huguenot Park Library,HK,huguenot-park,-74.1933,40.5345,FALSE
hka0n,Huguenot Park Non-Fiction,Huguenot Park Library,HK,huguenot-park,-74.1933,40.5345,FALSE
hka0v,Huguenot Park Non-Print Media,Huguenot Park Library,HK,huguenot-park,-74.1933,40.5345,FALSE
hkar,Huguenot Park Adult Reference,Huguenot Park Library,HK,huguenot-park,-74.1933,40.5345,FALSE
hkj,Huguenot Park Children,Huguenot Park Library,HK,huguenot-park,-74.1933,40.5345,FALSE
hkj01,Huguenot Park Children's Reference,Huguenot Park Library,HK,huguenot-park,-74.1933,40.5345,FALSE
hkj0a,Huguenot Park Children's Easy Book,Huguenot Park Library,HK,huguenot-park,-74.1933,40.5345,FALSE
hkj0f,Huguenot Park Children's Fiction,Huguenot Park Library,HK,huguenot-park,-74.1933,40.5345,FALSE
hkj0h,Huguenot Park Children's Holiday Book,Huguenot Park Library,HK,huguenot-park,-74.1933,40.5345,FALSE
hkj0i,Huguenot Park Children's Picture Book,Huguenot Park Library,HK,huguenot-park,-74.1933,40.5345,FALSE
hkj0l,Huguenot Park Children's World Languages,Huguenot Park Library,HK,huguenot-park,-74.1933,40.5345,FALSE
hkj0n,Huguenot Park Children's Non-Fiction,Huguenot Park Library,HK,huguenot-park,-74.1933,40.5345,FALSE
hkj0t,Huguenot Park Children's Fairy Tale,Huguenot Park Library,HK,huguenot-park,-74.1933,40.5345,FALSE
hkj0v,Huguenot Park Children's Non-Print Media,Huguenot Park Library,HK,huguenot-park,-74.1933,40.5345,FALSE
hkj0y,Huguenot Park Children's Young Reader,Huguenot Park Library,HK,huguenot-park,-74.1933,40.5345,FALSE
hkjr,Huguenot Park Children's Reference,Huguenot Park Library,HK,huguenot-park,-74.1933,40.5345,FALSE
hky,Huguenot Park Young Adult,Huguenot Park Library,HK,huguenot-park,-74.1933,40.5345,FALSE
hky01,Huguenot Park YA Reference,Huguenot Park Library,HK,huguenot-park,-74.1933,40.5345,FALSE
hky0f,Huguenot Park YA Fiction,Huguenot Park Library,HK,huguenot-park,-74.1933,40.5345,FALSE
hky0l,Huguenot Park YA World Languages,Huguenot Park Library,HK,huguenot-park,-74.1933,40.5345,FALSE
hky0n,Huguenot Park YA Non-Fiction,Huguenot Park Library,HK,huguenot-park,-74.1933,40.5345,FALSE
hky0v,Huguenot Park YA Non-Print Media,Huguenot Park Library,HK,huguenot-park,-74.1933,40.5345,FALSE
hkyr,Huguenot Park Young Adult Reference,Huguenot Park Library,HK,huguenot-park,-74.1933,40.5345,FALSE
hkzzz,Huguenot Park (error code),Huguenot Park Library,HK,huguenot-park,-74.1933,40.5345,FALSE
hl,Harlem,Harlem Library,HL,harlem,-73.9431,40.8061,FALSE
hla,Harlem Adult,Harlem Library,HL,harlem,-73.9431,40.8061,FALSE
hla01,Harlem Reference,Harlem Library,HL,harlem,-73.9431,40.8061,FALSE
hla03,Harlem Closed Shelf Reference,Harlem Library,HL,harlem,-73.9431,40.8061,FALSE
hla0f,Harlem Fiction,Harlem Library,HL,harlem,-73.9431,40.8061,FALSE
hla0l,Harlem World Languages,Harlem Library,HL,harlem,-73.9431,40.8061,FALSE
hla0n,Harlem Non-Fiction,Harlem Library,HL,harlem,-73.9431,40.8061,FALSE
hla0v,Harlem Non-Print Media,Harlem Library,HL,harlem,-73.9431,40.8061,FALSE
hla0w,Harlem Center for Reading & Writing,Harlem Library,HL,harlem,-73.9431,40.8061,FALSE
hlar,Harlem Adult Reference,Harlem Library,HL,harlem,-73.9431,40.8061,FALSE
hlj,Harlem Children,Harlem Library,HL,harlem,-73.9431,40.8061,FALSE
hlj01,Harlem Children's Reference,Harlem Library,HL,harlem,-73.9431,40.8061,FALSE
hlj0a,Harlem Children's Easy Book,Harlem Library,HL,harlem,-73.9431,40.8061,FALSE
hlj0f,Harlem Children's Fiction,Harlem Library,HL,harlem,-73.9431,40.8061,FALSE
hlj0h,Harlem Children's Holiday Book,Harlem Library,HL,harlem,-73.9431,40.8061,FALSE
hlj0i,Harlem Children's Picture Book,Harlem Library,HL,harlem,-73.9431,40.8061,FALSE
hlj0l,Harlem Children's World Languages,Harlem Library,HL,harlem,-73.9431,40.8061,FALSE
hlj0n,Harlem Children's Non-Fiction,Harlem Library,HL,harlem,-73.9431,40.8061,FALSE
hlj0t,Harlem Children's Fairy Tale,Harlem Library,HL,harlem,-73.9431,40.8061,FALSE
hlj0v,Harlem Children's Non-Print Media,Harlem Library,HL,harlem,-73.9431,40.8061,FALSE
hlj0y,Harlem Children's Young Reader,Harlem Library,HL,harlem,-73.9431,40.8061,FALSE
hljr,Harlem Children's Reference,Harlem Library,HL,harlem,-73.9431,40.8061,FALSE
hly,Harlem Young Adult,Harlem Library,HL,harlem,-73.9431,40.8061,FALSE
hly01,Harlem YA Reference,Harlem Library,HL,harlem,-73.9431,40.8061,FALSE
hly0f,Harlem YA Fiction,Harlem Library,HL,harlem,-73.9431,40.8061,FALSE
hly0l,Harlem YA World Languages,Harlem Library,HL,harlem,-73.9431,40.8061,FALSE
hly0n,Harlem YA Non-Fiction,Harlem Library,HL,harlem,-73.9431,40.8061,FALSE
hly0v,Harlem YA Non-Print Media,Harlem Library,HL,harlem,-73.9431,40.8061,FALSE
hlyr,Harlem Young Adult Reference,Harlem Library,HL,harlem,-73.9431,40.8061,FALSE
hlzzz,Harlem (error code),Harlem Library,HL,harlem,-73.9431,40.8061,FALSE
hp,Hudson Park,Hudson Park Library,HP,hudson-park,-74.0053,40.73,FALSE
hpa,Hudson Park Adult,Hudson Park Library,HP,hudson-park,-74.0053,40.73,FALSE
hpa01,Hudson Park Reference,Hudson Park Library,HP,hudson-park,-74.0053,40.73,FALSE
hpa03,Hudson Park Closed Shelf Reference,Hudson Park Library,HP,hudson-park,-74.0053,40.73,FALSE
hpa0f,Hudson Park Fiction,Hudson Park Library,HP,hudson-park,-74.0053,40.73,FALSE
hpa0l,Hudson Park World Languages,Hudson Park Library,HP,hudson-park,-74.0053,40.73,FALSE
hpa0n,Hudson Park Non-Fiction,Hudson Park Library,HP,hudson-park,-74.0053,40.73,FALSE
hpa0v,Hudson Park Non-Print Media,Hudson Park Library,HP,hudson-park,-74.0053,40.73,FALSE
hpar,Hudson Park Adult Reference,Hudson Park Library,HP,hudson-park,-74.0053,40.73,FALSE
hpj,Hudson Park Children,Hudson Park Library,HP,hudson-park,-74.0053,40.73,FALSE
hpj01,Hudson Park Children's Reference,Hudson Park Library,HP,hudson-park,-74.0053,40.73,FALSE
hpj0a,Hudson Park Children's Easy Book,Hudson Park Library,HP,hudson-park,-74.0053,40.73,FALSE
hpj0f,Hudson Park Children's Fiction,Hudson Park Library,HP,hudson-park,-74.0053,40.73,FALSE
hpj0h,Hudson Park Children's Holiday Book,Hudson Park Library,HP,hudson-park,-74.0053,40.73,FALSE
hpj0i,Hudson Park Children's Picture Book,Hudson Park Library,HP,hudson-park,-74.0053,40.73,FALSE
hpj0l,Hudson Park Children's World Languages,Hudson Park Library,HP,hudson-park,-74.0053,40.73,FALSE
hpj0n,Hudson Park Children's Non-Fiction,Hudson Park Library,HP,hudson-park,-74.0053,40.73,FALSE
hpj0t,Hudson Park Children's Fairy Tale,Hudson Park Library,HP,hudson-park,-74.0053,40.73,FALSE
hpj0v,Hudson Park Children's Non-Print Media,Hudson Park Library,HP,hudson-park,-74.0053,40.73,FALSE
hpj0y,Hudson Park Children's Young Reader,Hudson Park Library,HP,hudson-park,-74.0053,40.73,FALSE
hpjr,Hudson Park Children's Reference,Hudson Park Library,HP,hudson-park,-74.0053,40.73,FALSE
hpy,Hudson Park Young Adult,Hudson Park Library,HP,hudson-park,-74.0053,40.73,FALSE
hpy01,Hudson Park YA Reference,Hudson Park Library,HP,hudson-park,-74.0053,40.73,FALSE
hpy0f,Hudson Park YA Fiction,Hudson Park Library,HP,hudson-park,-74.0053,40.73,FALSE
hpy0l,Hudson Park YA World Languages,Hudson Park Library,HP,hudson-park,-74.0053,40.73,FALSE
hpy0n,Hudson Park YA Non-Fiction,Hudson Park Library,HP,hudson-park,-74.0053,40.73,FALSE
hpy0v,Hudson Park YA Non-Print Media,Hudson Park Library,HP,hudson-park,-74.0053,40.73,FALSE
hpyr,Hudson Park Young Adult Reference,Hudson Park Library,HP,hudson-park,-74.0053,40.73,FALSE
hpzzz,Hudson Park (error code),Hudson Park Library,HP,hudson-park,-74.0053,40.73,FALSE
hs,Hunt's Point,Hunts Point Library,HSR,hunts-point,-73.8939,40.8187,FALSE
hsa,Hunt's Point Adult,Hunts Point Library,HSR,hunts-point,-73.8939,40.8187,FALSE
hsa01,Hunt's Point Reference,Hunts Point Library,HSR,hunts-point,-73.8939,40.8187,FALSE
hsa03,Hunt's Point Closed Shelf Reference,Hunts Point Library,HSR,hunts-point,-73.8939,40.8187,FALSE
hsa0f,Hunt's Point Fiction,Hunts Point Library,HSR,hunts-point,-73.8939,40.8187,FALSE
hsa0l,Hunt's Point World Languages,Hunts Point Library,HSR,hunts-point,-73.8939,40.8187,FALSE
hsa0n,Hunt's Point Non-Fiction,Hunts Point Library,HSR,hunts-point,-73.8939,40.8187,FALSE
hsa0v,Hunt's Point Non-Print Media,Hunts Point Library,HSR,hunts-point,-73.8939,40.8187,FALSE
hsar,Hunt's Point Adult Reference,Hunts Point Library,HSR,hunts-point,-73.8939,40.8187,FALSE
hsj,Hunt's Point Children,Hunts Point Library,HSR,hunts-point,-73.8939,40.8187,FALSE
hsj01,Hunt's Point Children's Reference,Hunts Point Library,HSR,hunts-point,-73.8939,40.8187,FALSE
hsj0a,Hunt's Point Children's Easy Book,Hunts Point Library,HSR,hunts-point,-73.8939,40.8187,FALSE
hsj0f,Hunt's Point Children's Fiction,Hunts Point Library,HSR,hunts-point,-73.8939,40.8187,FALSE
hsj0h,Hunt's Point Children's Holiday Book,Hunts Point Library,HSR,hunts-point,-73.8939,40.8187,FALSE
hsj0i,Hunt's Point Children's Picture Book,Hunts Point Library,HSR,hunts-point,-73.8939,40.8187,FALSE
hsj0l,Hunt's Point Children's World Languages,Hunts Point Library,HSR,hunts-point,-73.8939,40.8187,FALSE
hsj0n,Hunt's Point Children's Non-Fiction,Hunts Point Library,HSR,hunts-point,-73.8939,40.8187,FALSE
hsj0t,Hunt's Point Children's Fairy Tale,Hunts Point Library,HSR,hunts-point,-73.8939,40.8187,FALSE
hsj0v,Hunt's Point Children's Non-Print Media,Hunts Point Library,HSR,hunts-point,-73.8939,40.8187,FALSE
hsj0y,Hunt's Point Children's Young Reader,Hunts Point Library,HSR,hunts-point,-73.8939,40.8187,FALSE
hsjr,Hunt's Point Children's Reference,Hunts Point Library,HSR,hunts-point,-73.8939,40.8187,FALSE
hsy,Hunt's Point Young Adult,Hunts Point Library,HSR,hunts-point,-73.8939,40.8187,FALSE
hsy01,Hunt's Point YA Reference,Hunts Point Library,HSR,hunts-point,-73.8939,40.8187,FALSE
hsy0f,Hunt's Point YA Fiction,Hunts Point Library,HSR,hunts-point,-73.8939,40.8187,FALSE
hsy0l,Hunt's Point YA World Languages,Hunts Point Library,HSR,hunts-point,-73.8939,40.8187,FALSE
hsy0n,Hunt's Point YA Non-Fiction,Hunts Point Library,HSR,hunts-point,-73.8939,40.8187,FALSE
hsy0v,Hunt's Point YA Non-Print Media,Hunts Point Library,HSR,hunts-point,-73.8939,40.8187,FALSE
hsyr,Hunt's Point Young Adult Reference,Hunts Point Library,HSR,hunts-point,-73.8939,40.8187,FALSE
hszzz,Hunt's Point (error code),Hunts Point Library,HSR,hunts-point,-73.8939,40.8187,FALSE
ht,Countee Cullen,Countee Cullen Library,HTR,countee-cullen,-73.9408,40.8148,FALSE
hta,Countee Cullen Adult,Countee Cullen Library,HTR,countee-cullen,-73.9408,40.8148,FALSE
hta01,Countee Cullen Reference,Countee Cullen Library,HTR,countee-cullen,-73.9408,40.8148,FALSE
hta03,Countee Cullen Closed Shelf Reference,Countee Cullen Library,HTR,countee-cullen,-73.9408,40.8148,FALSE
hta0f,Countee Cullen Fiction,Countee Cullen Library,HTR,countee-cullen,-73.9408,40.8148,FALSE
hta0l,Countee Cullen World Languages,Countee Cullen Library,HTR,countee-cullen,-73.9408,40.8148,FALSE
hta0n,Countee Cullen Non-Fiction,Countee Cullen Library,HTR,countee-cullen,-73.9408,40.8148,FALSE
